,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
857241630,10.6770,6.3410,2.7820,26,26,"51,160",26,27,"51,160",26,26,"51,160","2,355","160,403","58,153",0.14,4.19,4.28,,1832,0.472341696,-1.303585794,206473185,0.152999401,3.023869038,0.125999689,0.032897949,4.171569824,0.521514893,21,21,3273,21,22,3273,21,21,3273,249,73802,3360
857436210,1.0450,6.6072,1.1732,26,26,"27,196",26,27,"27,196",26,26,"27,196",749,"159,688","28,419",0.04,4.19,2.16,,698,1.05734086,-1.312105452,123547680,0.521999359,1.843998432,0.16299963,0.033935547,2.135818481,0.523529053,20,20,3590,20,21,3590,20,20,3590,509,38847,3684
862054137,9.4870,5.9156,0.9618,25,25,"23,499",25,26,"23,499",25,25,"23,499","2,330","146,289","24,445",0.14,4.20,2.14,,931.6666667,0.917169412,-1.312757753,234571068,0.087001085,1.09102416,0.238999844,0.009101868,2.083953857,0.535110474,18,18,5460,18,19,5460,18,18,5460,179,23956,5612
862307415,0.1520,2.4024,2.0080,20,20,"42,420",20,21,"42,420",20,20,"42,420",285,"55,803","46,241",0.03,2.15,2.24,,20,1.431447387,-1.31421293,753214860,0.076999903,3.025021791,0.070000887,0.009101868,4.189697266,0.138961792,22,22,2050,22,23,2050,22,22,2050,185,73801,2106
862743105,4.4896,6.1690,2.1503,25,25,"45,499",25,26,"45,499",25,25,"45,499","1,893","150,699","50,146",0.13,4.20,2.26,,145.6666667,1.332999706,-1.317392759,387250146,0.100510359,2.521998882,0.128998995,0.009269714,2.172576904,0.142990112,21,21,2753,21,22,2753,21,21,2753,206,60842,2829
863102574,1.9920,5.6009,2.5580,24,24,"53,144",24,25,"53,144",24,24,"53,144","1,035","130,929","61,158",0.13,4.20,4.29,,21,1.371911168,-1.321445129,218634075,0.800000668,2.062894106,,0.034667969,2.136825562,,20,20,,20,21,,20,20,,608,42018,
863254017,21.1200,7.0579,1.4915,28,28,"33,204",28,29,"33,204",28,28,"33,204","3,453","177,098","35,270",0.14,8.08,2.20,,999.6666667,0.59718585,-1.347194558,715820364,0.83100009,3.152999401,0.014999628,0.035102844,4.171066284,0.034637451,21,21,395,21,22,395,21,21,395,667,78415,404
864023751,0.3970,4.4005,4.0060,23,23,"65,751",23,24,"65,797",23,23,"65,751",541,"107,920","95,484",0.03,4.20,4.34,,848.3333333,0.622540394,-1.354797675,563082741,0.100999832,2.642822504,,0.009269714,2.172576904,,21,21,,21,22,,21,21,,197,64523,
865120473,18.6203,7.4785,4.7230,27,27,"65,825",27,28,"66,125",27,27,"65,825","4,518","175,897","102,143",0.52,8.07,4.34,,883.6666667,0.578965187,-1.357641488,207165438,0.17799902,1.497558117,0.116000414,0.032897949,2.11618042,0.144500732,19,19,2961,19,20,2961,19,19,2961,267,36883,3042
867142053,1.8028,6.4653,5.3260,26,26,"47,054",26,27,"65,982",26,26,"47,054","1,097","157,778","138,719",0.13,4.19,4.34,,1020.666667,0.440665642,-1.36490742,563218704,0.028999805,1.748621464,0.089999914,0.00868988,2.1171875,0.141479492,19,19,2507,19,20,2507,19,19,2507,84,42101,2576
867243501,21.7125,7.3440,0.2390,29,29,"4,509",29,30,"4,509",29,29,"4,509","3,574","180,976","4,626",0.52,8.07,0.53,,857,0.50461332,-1.368649628,763082145,0.03900075,1.604894638,0.093000174,0.00868988,2.11618042,0.142486572,19,19,2613,19,20,2613,19,19,2613,101,33507,2685
867450213,14.0747,7.4440,4.6510,29,29,"63,423",29,30,"66,125",29,29,"63,423","3,729","181,029","111,186",0.52,8.07,4.34,,1136,0.276999156,-1.376818812,432705816,0.169999599,1.035998583,0.115998745,0.032707214,2.094024658,0.520004272,18,18,3026,18,19,3026,18,18,3026,236,27280,3110
871650423,17.7284,8.0807,5.2815,27,27,"55,793",27,28,"66,125",27,27,"55,793","4,079","175,349","126,422",0.52,8.07,4.34,,1378,0.126666387,-1.378127612,475260381,0.082998991,1.333841085,0.096999884,0.009101868,2.11517334,0.141983032,19,19,2533,19,20,2533,19,19,2533,161,32909,2603
873142560,0.3090,5.4674,3.4950,24,24,"63,180",24,25,"63,195",24,24,"63,180",561,"134,174","81,396",0.03,4.19,4.33,,1023.333333,0.198332866,-1.39444431,614508723,0.008999348,0.648998976,0.172999144,0.002548218,0.550216675,0.522018433,16,16,3376,16,17,3376,16,16,3376,41,11961,3468
873204165,0.3640,4.2401,2.6670,22,22,"54,802",22,23,"54,802",22,22,"54,802",380,"100,396","63,942",0.03,4.20,4.30,,18,0.66649878,-1.408186681,432758016,0.00799942,0.228999615,0.143000126,0.002548218,0.520507813,0.526550293,14,14,4106,14,15,4106,14,14,4106,38,4729,4216
873250461,0.2960,4.9464,3.5210,23,23,"64,857",23,24,"64,859",23,23,"64,857",349,"118,597","87,987",0.03,4.20,4.33,,18,0.497236133,-1.428949227,142873650,0.012999296,0.163999557,0.417999744,0.008491516,0.519500732,0.520004272,14,14,3042,14,15,3042,14,14,3042,52,4250,3125
873526041,6.1185,7.0817,2.9880,28,28,"60,584",28,29,"60,584",28,28,"60,584","1,922","177,530","74,944",0.13,8.08,4.32,,17,0.389000177,-1.442296747,631275480,0.060998201,1.271999359,,0.009101868,2.084960938,,18,18,,18,19,,18,18,,199,24775,
873601542,1.4700,5.4810,0.1180,24,24,"2,692",24,25,"2,692",24,24,"2,692",831,"128,992","2,768",0.04,4.20,0.14,,15,0.138391852,-1.473179118,165328470,0.160999775,0.83347249,,0.032897949,2.079421997,,18,18,,18,19,,18,18,,253,20013,
874650213,53.1655,7.2863,3.1850,29,29,"59,541",29,30,"59,541",29,29,"59,541","5,481","180,649","72,860",0.53,8.07,4.32,,1,0,-1.491145999,412860375,0.131999731,0.646000624,,0.032707214,2.063812256,,17,17,,17,18,,17,17,,219,15500,
875103246,37.8503,7.5078,5.2695,28,28,"46,050",28,29,"66,122",28,28,"46,050","5,235","180,604","139,464",0.52,8.09,4.34,,,,,406132785,0.012999773,0.263783932,,0.008491516,0.532592773,,15,15,,15,16,,15,15,,52,7722,
875631042,16.1610,6.4838,2.5385,26,26,"53,010",26,27,"53,010",26,26,"53,010","2,879","158,004","61,452",0.14,4.19,4.29,,,,,312045678,0,0,,0.000358582,0.000869751,,1,1,,1,1,,1,1,,1,1,
876305421,3.5887,6.7690,4.3830,26,26,"65,076",26,27,"66,122",26,26,"65,076","1,911","163,994","105,530",0.13,8.09,4.34,,,,,,,,,,,,,,,,,,,,,,,
